station_abbr;reference_timestamp;ths2dymn;ths2dymx;ths200m0;th9120mv;th91dnmv;th91dxmv;ths00nm0;pva2hsm0;ths25xm0;pv9120mv;ths00xm0;ths20nm0;thl200mx;phsstam0;thl200mn;ph9120mv;ths30xm0;xhs000m0;fhs010m0;fh9120mv;rhs001m0;ths35xm0;rhs150m0;rh9120mv;ghs000m0;gh9120mv;shs000m0;sh9120mv;xhs00om0;xhs012m0
BAS;01.02.1821 00:00;;;-1.3;-4.5;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.03.1821 00:00;;;5;-2;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.04.1821 00:00;;;10.2;-0.5;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.05.1821 00:00;;;11.6;-3;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.06.1821 00:00;;;13.6;-4.6;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.07.1821 00:00;;;15.7;-4.5;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.08.1821 00:00;;;17.3;-2.4;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.09.1821 00:00;;;13.9;-1.5;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.10.1821 00:00;;;8.3;-2.8;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.11.1821 00:00;;;6.8;0.8;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.12.1821 00:00;;;5;2.1;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.01.1822 00:00;;;1.1;-1.1;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.02.1822 00:00;;;3.9;0.7;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.03.1822 00:00;;;8;1;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.04.1822 00:00;;;9.3;-1.4;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.05.1822 00:00;;;15.4;0.8;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.06.1822 00:00;;;20.4;2.2;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.07.1822 00:00;;;18.3;-1.9;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.08.1822 00:00;;;17.1;-2.6;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.09.1822 00:00;;;13.9;-1.5;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.10.1822 00:00;;;10.5;-0.6;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.11.1822 00:00;;;6.8;0.8;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.12.1822 00:00;;;-3.3;-6.2;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.01.1823 00:00;;;-3.7;-5.9;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.02.1823 00:00;;;3.6;0.4;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.03.1823 00:00;;;3.9;-3.1;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.04.1823 00:00;;;7.7;-3;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.05.1823 00:00;;;14.1;-0.5;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.06.1823 00:00;;;14.1;-4.1;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.07.1823 00:00;;;16.3;-3.9;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.08.1823 00:00;;;17.5;-2.2;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.09.1823 00:00;;;14;-1.4;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.10.1823 00:00;;;7.7;-3.4;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.11.1823 00:00;;;2.4;-3.6;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.12.1823 00:00;;;3;0.1;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.01.1824 00:00;;;-0.6;-2.8;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.02.1824 00:00;;;2.7;-0.5;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.03.1824 00:00;;;2.8;-4.2;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.04.1824 00:00;;;6.8;-3.9;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.05.1824 00:00;;;12.2;-2.4;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.06.1824 00:00;;;14.8;-3.4;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.07.1824 00:00;;;18.9;-1.3;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.08.1824 00:00;;;17.1;-2.6;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.09.1824 00:00;;;14.6;-0.8;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.10.1824 00:00;;;9.1;-2;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.11.1824 00:00;;;6.7;0.7;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.12.1824 00:00;;;4.8;1.9;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.01.1825 00:00;;;0.8;-1.4;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.02.1825 00:00;;;0.7;-2.5;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.03.1825 00:00;;;2.6;-4.4;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.04.1825 00:00;;;11;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.05.1825 00:00;;;13;-1.6;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.06.1825 00:00;;;15.9;-2.3;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.07.1825 00:00;;;17.6;-2.6;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.08.1825 00:00;;;17.3;-2.4;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.09.1825 00:00;;;14.7;-0.7;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.10.1825 00:00;;;8.4;-2.7;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.11.1825 00:00;;;5.7;-0.3;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.12.1825 00:00;;;4.2;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.01.1826 00:00;;;-6.7;-8.9;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.02.1826 00:00;;;2.9;-0.3;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.03.1826 00:00;;;5.4;-1.6;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.04.1826 00:00;;;9.1;-1.6;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.05.1826 00:00;;;11.5;-3.1;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.06.1826 00:00;;;16.7;-1.5;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.07.1826 00:00;;;19.2;-1;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.08.1826 00:00;;;20.1;0.4;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.09.1826 00:00;;;15.4;0;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.10.1826 00:00;;;10.2;-0.9;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.11.1826 00:00;;;2.7;-3.3;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.12.1826 00:00;;;1.2;-1.7;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.01.1827 00:00;;;-1.8;-4;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.02.1827 00:00;;;-4.2;-7.4;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.03.1827 00:00;;;6;-1;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.04.1827 00:00;;;10.3;-0.4;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.05.1827 00:00;;;14.7;0.1;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.06.1827 00:00;;;16.3;-1.9;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.07.1827 00:00;;;20.3;0.1;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.08.1827 00:00;;;17;-2.7;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.09.1827 00:00;;;14;-1.4;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.10.1827 00:00;;;10;-1.1;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.11.1827 00:00;;;2;-4;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.12.1827 00:00;;;4.5;1.6;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.01.1828 00:00;;;2.8;0.6;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.02.1828 00:00;;;2.5;-0.7;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.03.1828 00:00;;;5.1;-1.9;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.04.1828 00:00;;;9.4;-1.3;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.05.1828 00:00;;;13.8;-0.8;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.06.1828 00:00;;;17.2;-1;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.07.1828 00:00;;;18.6;-1.6;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.08.1828 00:00;;;16;-3.7;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.09.1828 00:00;;;13.9;-1.5;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.10.1828 00:00;;;8.7;-2.4;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.11.1828 00:00;;;4;-2;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.12.1828 00:00;;;2.6;-0.3;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.01.1829 00:00;;;-3.5;-5.7;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.02.1829 00:00;;;-1.6;-4.8;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.03.1829 00:00;;;4.5;-2.5;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.04.1829 00:00;;;9.1;-1.6;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.05.1829 00:00;;;13.4;-1.2;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.06.1829 00:00;;;15;-3.2;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.07.1829 00:00;;;17.9;-2.3;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.08.1829 00:00;;;15.9;-3.8;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.09.1829 00:00;;;12.3;-3.1;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.10.1829 00:00;;;7.5;-3.6;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.11.1829 00:00;;;1.7;-4.3;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.12.1829 00:00;;;-4.9;-7.8;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.01.1830 00:00;;;-8.5;-10.7;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.02.1830 00:00;;;-2.1;-5.3;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.03.1830 00:00;;;6.6;-0.4;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.04.1830 00:00;;;11.2;0.5;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.05.1830 00:00;;;13.4;-1.2;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.06.1830 00:00;;;15.4;-2.8;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.07.1830 00:00;;;18.6;-1.6;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.08.1830 00:00;;;16.8;-2.9;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.09.1830 00:00;;;11.9;-3.5;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.10.1830 00:00;;;7.9;-3.2;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.11.1830 00:00;;;5.4;-0.6;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.12.1830 00:00;;;0.4;-2.5;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.01.1831 00:00;;;-2;-4.2;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.02.1831 00:00;;;2.4;-0.8;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.03.1831 00:00;;;6.7;-0.3;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.04.1831 00:00;;;10;-0.7;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.05.1831 00:00;;;12.7;-1.9;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.06.1831 00:00;;;15.4;-2.8;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.07.1831 00:00;;;17.6;-2.6;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.08.1831 00:00;;;16.9;-2.8;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.09.1831 00:00;;;12.6;-2.8;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.10.1831 00:00;;;12.4;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.11.1831 00:00;;;4.9;-1.1;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.12.1831 00:00;;;2.2;-0.7;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.01.1832 00:00;;;-0.7;-2.9;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.02.1832 00:00;;;0.9;-2.3;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.03.1832 00:00;;;3.4;-3.6;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.04.1832 00:00;;;8.9;-1.8;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.05.1832 00:00;;;12.1;-2.5;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.06.1832 00:00;;;15.1;-3.1;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.07.1832 00:00;;;18.4;-1.8;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.08.1832 00:00;;;19.5;-0.2;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.09.1832 00:00;;;13;-2.4;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.10.1832 00:00;;;8;-3.1;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.11.1832 00:00;;;3.9;-2.1;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.12.1832 00:00;;;1.3;-1.6;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.01.1833 00:00;;;-3.9;-6.1;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.02.1833 00:00;;;5.2;2;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.03.1833 00:00;;;2.8;-4.2;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.04.1833 00:00;;;7;-3.7;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.05.1833 00:00;;;16.8;2.2;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.06.1833 00:00;;;17.4;-0.8;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.07.1833 00:00;;;16;-4.2;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.08.1833 00:00;;;14.9;-4.8;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.09.1833 00:00;;;12.4;-3;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.10.1833 00:00;;;8.9;-2.2;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.11.1833 00:00;;;4.4;-1.6;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.12.1833 00:00;;;6.3;3.4;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.01.1834 00:00;;;5.7;3.5;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.02.1834 00:00;;;1.9;-1.3;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.03.1834 00:00;;;4.6;-2.4;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.04.1834 00:00;;;7.1;-3.6;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.05.1834 00:00;;;15.6;1;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.06.1834 00:00;;;17.1;-1.1;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.07.1834 00:00;;;20.3;0.1;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.08.1834 00:00;;;18.3;-1.4;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.09.1834 00:00;;;16.3;0.9;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.10.1834 00:00;;;9.2;-1.9;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.11.1834 00:00;;;4.9;-1.1;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.12.1834 00:00;;;0.3;-2.6;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.01.1835 00:00;;;1;-1.2;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.02.1835 00:00;;;3.1;-0.1;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.03.1835 00:00;;;4.5;-2.5;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.04.1835 00:00;;;7.7;-3;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.05.1835 00:00;;;12.9;-1.7;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.06.1835 00:00;;;16.3;-1.9;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.07.1835 00:00;;;19.8;-0.4;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.08.1835 00:00;;;17.3;-2.4;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.09.1835 00:00;;;13.8;-1.6;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.10.1835 00:00;;;7.4;-3.7;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.11.1835 00:00;;;0.5;-5.5;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.12.1835 00:00;;;-3.1;-6;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.01.1836 00:00;;;-0.6;-2.8;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.02.1836 00:00;;;0.4;-2.8;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.03.1836 00:00;;;7.7;0.7;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.04.1836 00:00;;;7.6;-3.1;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.05.1836 00:00;;;10.8;-3.8;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.06.1836 00:00;;;16.6;-1.6;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.07.1836 00:00;;;17.7;-2.5;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.08.1836 00:00;;;17;-2.7;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.09.1836 00:00;;;12.2;-3.2;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.10.1836 00:00;;;9.1;-2;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.11.1836 00:00;;;4.5;-1.5;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.12.1836 00:00;;;1.7;-1.2;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.01.1837 00:00;;;-1.5;-3.7;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.02.1837 00:00;;;1.5;-1.7;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.03.1837 00:00;;;0.3;-6.7;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.04.1837 00:00;;;4.9;-5.8;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.05.1837 00:00;;;9.9;-4.7;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.06.1837 00:00;;;17.8;-0.4;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.07.1837 00:00;;;17;-3.2;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.08.1837 00:00;;;18.8;-0.9;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.09.1837 00:00;;;11.8;-3.6;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.10.1837 00:00;;;8.2;-2.9;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.11.1837 00:00;;;3.5;-2.5;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.12.1837 00:00;;;1.6;-1.3;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.01.1838 00:00;;;-6.5;-8.7;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.02.1838 00:00;;;-0.2;-3.4;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.03.1838 00:00;;;4.7;-2.3;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.04.1838 00:00;;;5.7;-5;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.05.1838 00:00;;;13;-1.6;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.06.1838 00:00;;;15.1;-3.1;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.07.1838 00:00;;;16.9;-3.3;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.08.1838 00:00;;;15.4;-4.3;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.09.1838 00:00;;;13.4;-2;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.10.1838 00:00;;;8.2;-2.9;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.11.1838 00:00;;;5.3;-0.7;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.12.1838 00:00;;;-0.7;-3.6;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.01.1839 00:00;;;-0.7;-2.9;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.02.1839 00:00;;;1.6;-1.6;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.03.1839 00:00;;;3.3;-3.7;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.04.1839 00:00;;;5.5;-5.2;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.05.1839 00:00;;;11.7;-2.9;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.06.1839 00:00;;;18.5;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.07.1839 00:00;;;17.9;-2.3;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.08.1839 00:00;;;15.3;-4.4;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.09.1839 00:00;;;13.1;-2.3;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.10.1839 00:00;;;10;-1.1;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.11.1839 00:00;;;5.3;-0.7;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.12.1839 00:00;;;3.8;0.9;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.01.1840 00:00;;;1.6;-0.6;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.02.1840 00:00;;;0.2;-3;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.03.1840 00:00;;;0.1;-6.9;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.04.1840 00:00;;;10.2;-0.5;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.05.1840 00:00;;;12.8;-1.8;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.06.1840 00:00;;;16;-2.2;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.07.1840 00:00;;;15.2;-5;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.08.1840 00:00;;;17.2;-2.5;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.09.1840 00:00;;;12.9;-2.5;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.10.1840 00:00;;;5.7;-5.4;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.11.1840 00:00;;;5.8;-0.2;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.12.1840 00:00;;;-5.5;-8.4;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.01.1841 00:00;;;-1.7;-3.9;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.02.1841 00:00;;;-0.6;-3.8;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.03.1841 00:00;;;6.6;-0.4;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.04.1841 00:00;;;8.6;-2.1;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.05.1841 00:00;;;16.2;1.6;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.06.1841 00:00;;;14.4;-3.8;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.07.1841 00:00;;;15.7;-4.5;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.08.1841 00:00;;;15.9;-3.8;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.09.1841 00:00;;;15.2;-0.2;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.10.1841 00:00;;;9.8;-1.3;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.11.1841 00:00;;;4.9;-1.1;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.12.1841 00:00;;;3.8;0.9;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.01.1842 00:00;;;-3.4;-5.6;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.02.1842 00:00;;;-1.4;-4.6;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.03.1842 00:00;;;5.5;-1.5;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.04.1842 00:00;;;7.9;-2.8;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.05.1842 00:00;;;13.9;-0.7;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.06.1842 00:00;;;18.3;0.1;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.07.1842 00:00;;;17;-3.2;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.08.1842 00:00;;;18.8;-0.9;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.09.1842 00:00;;;12.6;-2.8;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.10.1842 00:00;;;5;-6.1;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.11.1842 00:00;;;2.3;-3.7;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.12.1842 00:00;;;0.8;-2.1;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.01.1843 00:00;;;1.5;-0.7;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.02.1843 00:00;;;3.1;-0.1;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.03.1843 00:00;;;4.3;-2.7;;;;;;;;;;;;;;;;;;;;;;;;;;
BAS;01.04.1843 00:00;;;9.3;-1.4;;;;;;;;;;;;;;;;;;;;;;;;;;
